-5.	-10.923335407109628
-4.999	-10.92033540711645
-4.998	-10.917335407123309
-4.997	-10.914335407130196
-4.996	-10.911335407137114
-4.995	-10.908335407144065
-4.994	-10.905335407151048
-4.993	-10.902335407158064
-4.992	-10.899335407165111
-4.991	-10.89633540717219
-4.99	-10.893335407179306
-4.989	-10.89033540718645
-4.988	-10.88733540719363
-4.987	-10.884335407200842
-4.986	-10.881335407208086
-4.985	-10.878335407215365
-4.984	-10.875335407222677
-4.983	-10.872335407230022
-4.982	-10.869335407237404
-4.981	-10.866335407244817
-4.98	-10.863335407252267
-4.979	-10.860335407259749
-4.978	-10.857335407267264
-4.977	-10.854335407274817
-4.976	-10.851335407282402
-4.975	-10.848335407290024
-4.974	-10.845335407297682
-4.973	-10.842335407305374
-4.972	-10.839335407313103
-4.971	-10.836335407320865
-4.97	-10.833335407328663
-4.969	-10.8303354073365
-4.968	-10.82733540734437
-4.967	-10.824335407352278
-4.966	-10.821335407360223
-4.965	-10.818335407368203
-4.964	-10.815335407376223
-4.963	-10.812335407384275
-4.962	-10.809335407392366
-4.961	-10.806335407400498
-4.96	-10.803335407408664
-4.959	-10.800335407416867
-4.958	-10.79733540742511
-4.957	-10.79433540743339
-4.956	-10.79133540744171
-4.955	-10.788335407450067
-4.954	-10.785335407458462
-4.953	-10.782335407466897
-4.952	-10.779335407475369
-4.951	-10.77633540748388
-4.95	-10.773335407492434
-4.949	-10.770335407501022
-4.948	-10.767335407509655
-4.947	-10.764335407518326
-4.946	-10.761335407527035
-4.945	-10.758335407535787
-4.944	-10.755335407544578
-4.943	-10.752335407553408
-4.942	-10.749335407562283
-4.941	-10.746335407571195
-4.94	-10.743335407580153
-4.939	-10.740335407589146
-4.938	-10.737335407598183
-4.937	-10.734335407607265
-4.936	-10.731335407616385
-4.935	-10.728335407625547
-4.934	-10.725335407634754
-4.933	-10.722335407644001
-4.932	-10.719335407653293
-4.931	-10.716335407662626
-4.93	-10.713335407672002
-4.929	-10.710335407681423
-4.928	-10.707335407690886
-4.927	-10.704335407700391
-4.926	-10.701335407709944
-4.925	-10.698335407719538
-4.924	-10.69533540772918
-4.923	-10.692335407738863
-4.922	-10.68933540774859
-4.921	-10.686335407758365
-4.92	-10.683335407768183
-4.919	-10.680335407778045
-4.918	-10.677335407787957
-4.917	-10.67433540779791
-4.916	-10.671335407807913
-4.915	-10.66833540781796
-4.914	-10.665335407828053
-4.913	-10.662335407838194
-4.912	-10.659335407848381
-4.911	-10.656335407858613
-4.91	-10.653335407868896
-4.909	-10.650335407879224
-4.908	-10.647335407889603
-4.907	-10.644335407900027
-4.906	-10.641335407910498
-4.905	-10.63833540792102
-4.904	-10.635335407931588
-4.903	-10.632335407942206
-4.902	-10.629335407952874
-4.901	-10.62633540796359
-4.9	-10.623335407974357
-4.899	-10.620335407985172
-4.898	-10.617335407996036
-4.897	-10.614335408006953
-4.896	-10.611335408017919
-4.895	-10.608335408028934
-4.894	-10.605335408040004
-4.893	-10.602335408051122
-4.892	-10.599335408062293
-4.891	-10.596335408073513
-4.89	-10.593335408084785
-4.889	-10.590335408096113
-4.888	-10.587335408107489
-4.887	-10.584335408118918
-4.886	-10.581335408130402
-4.885	-10.578335408141937
-4.884	-10.575335408153528
-4.883	-10.57233540816517
-4.882	-10.569335408176865
-4.881	-10.566335408188616
-4.88	-10.56333540820042
-4.879	-10.560335408212278
-4.878	-10.557335408224194
-4.877	-10.554335408236161
-4.876	-10.551335408248187
-4.875	-10.548335408260266
-4.874	-10.5453354082724
-4.873	-10.542335408284593
-4.872	-10.53933540829684
-4.871	-10.536335408309146
-4.87	-10.533335408321506
-4.869	-10.530335408333922
-4.868	-10.5273354083464
-4.867	-10.524335408358931
-4.866	-10.52133540837152
-4.865	-10.518335408384171
-4.864	-10.515335408396878
-4.8629999999999995	-10.512335408409642
-4.862	-10.509335408422467
-4.861	-10.506335408435351
-4.86	-10.503335408448295
-4.859	-10.500335408461298
-4.858	-10.497335408474362
-4.857	-10.494335408487485
-4.856	-10.49133540850067
-4.855	-10.488335408513915
-4.854	-10.48533540852722
-4.853	-10.482335408540587
-4.852	-10.479335408554018
-4.851	-10.476335408567508
-4.85	-10.473335408581061
-4.849	-10.470335408594678
-4.848	-10.467335408608356
-4.847	-10.4643354086221
-4.846	-10.461335408635904
-4.845	-10.458335408649772
-4.844	-10.455335408663707
-4.843	-10.452335408677703
-4.842	-10.449335408691764
-4.841	-10.446335408705893
-4.84	-10.443335408720085
-4.839	-10.440335408734343
-4.838	-10.437335408748666
-4.837	-10.434335408763054
-4.836	-10.431335408777512
-4.835	-10.428335408792034
-4.834	-10.425335408806623
-4.833	-10.422335408821281
-4.832	-10.419335408836005
-4.831	-10.4163354088508
-4.83	-10.41333540886566
-4.829	-10.410335408880588
-4.828	-10.40733540889559
-4.827	-10.404335408910656
-4.826	-10.401335408925792
-4.825	-10.398335408941001
-4.824	-10.395335408956278
-4.823	-10.392335408971627
-4.822	-10.389335408987044
-4.821	-10.386335409002534
-4.82	-10.383335409018096
-4.819	-10.380335409033728
-4.818	-10.377335409049433
-4.817	-10.374335409065212
-4.816	-10.371335409081063
-4.815	-10.368335409096987
-4.814	-10.365335409112983
-4.813	-10.362335409129054
-4.812	-10.359335409145201
-4.811	-10.35633540916142
-4.81	-10.353335409177713
-4.809	-10.350335409194086
-4.808	-10.347335409210531
-4.807	-10.344335409227053
-4.806	-10.34133540924365
-4.805	-10.338335409260324
-4.804	-10.335335409277077
-4.803	-10.332335409293904
-4.802	-10.32933540931081
-4.801	-10.326335409327795
-4.8	-10.323335409344857
-4.799	-10.320335409362
-4.798	-10.31733540937922
-4.797	-10.31433540939652
-4.796	-10.311335409413902
-4.795	-10.308335409431361
-4.794	-10.305335409448901
-4.793	-10.302335409466524
-4.792	-10.299335409484225
-4.791	-10.296335409502012
-4.79	-10.293335409519878
-4.789	-10.290335409537827
-4.788	-10.28733540955586
-4.787	-10.284335409573975
-4.786	-10.281335409592174
-4.785	-10.278335409610458
-4.784	-10.275335409628823
-4.783	-10.272335409647278
-4.782	-10.269335409665814
-4.781	-10.266335409684437
-4.78	-10.263335409703148
-4.779	-10.260335409721941
-4.778	-10.257335409740822
-4.777	-10.254335409759793
-4.776	-10.251335409778848
-4.775	-10.248335409797996
-4.774	-10.245335409817228
-4.773	-10.242335409836548
-4.772	-10.239335409855961
-4.771	-10.23633540987546
-4.77	-10.23333540989505
-4.769	-10.230335409914733
-4.768	-10.227335409934504
-4.767	-10.224335409954369
-4.766	-10.221335409974323
-4.765	-10.218335409994369
-4.764	-10.215335410014509
-4.763	-10.212335410034742
-4.762	-10.209335410055067
-4.761	-10.206335410075488
-4.76	-10.203335410096
-4.759	-10.200335410116612
-4.758	-10.197335410137313
-4.757	-10.194335410158113
-4.756	-10.19133541017901
-4.755	-10.1883354102
-4.754	-10.185335410221088
-4.753	-10.182335410242276
-4.752	-10.179335410263558
-4.751	-10.176335410284942
-4.75	-10.173335410306422
-4.749	-10.170335410328
-4.748	-10.167335410349681
-4.747	-10.164335410371459
-4.746	-10.161335410393342
-4.745	-10.158335410415322
-4.744	-10.155335410437404
-4.743	-10.152335410459589
-4.742	-10.149335410481875
-4.741	-10.146335410504264
-4.74	-10.143335410526758
-4.739	-10.140335410549355
-4.7379999999999995	-10.137335410572055
-4.737	-10.134335410594863
